workclass,education,marital-status,occupation,relationship,sex,native-country,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,class
 Self-emp-inc, Some-college, Divorced, Other-service, Unmarried, Male, United-States,0.39577781286624103,-1.3331923467538993,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,3.192974958485363,0
 State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Male, United-States,0.9075943631048775,-0.8191584305510189,1.1278140889777597,0.8084775633271082,-0.21686313686554418,-0.04136796246504486,1
 Private, HS-grad, Separated, Adm-clerical, Unmarried, Female, United-States,-1.2127884878837591,0.27264066674688203,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Female, United-States,1.7849941635139686,-0.5473453499498897,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,0.6151277629685138,1.8349641011733682,1.5162487470733492,1.8188832476315173,-0.21686313686554418,0.7672177677725571,1
 Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, Male, United-States,-1.432138437986032,0.09401736736393587,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.18915538740648632,0.4119572882174847,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,1.8992377901051998,1
 ?, Some-college, Married-civ-spouse, ?, Husband, Male, United-States,1.6387608634457866,0.7295915435319825,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-2.14369086108281,0
 State-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, Female, United-States,0.32266116283215013,2.24734512154559,2.293118063264528,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 ?, Masters, Married-civ-spouse, ?, Husband, Male, United-States,2.8086272639912413,-0.4327494289500391,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,-2.6288422992253713,1
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,1.9312274635821505,1.287765473983451,1.1278140889777597,1.2409667683484233,-0.21686313686554418,-0.04136796246504486,1
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Female, United-States,-0.26227203744057725,-0.022928357467369476,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,1.171510632891358,0
 Private, 11th, Never-married, Handlers-cleaners, Own-child, Male, United-States,3.7591437144344235,1.1955882098633743,-1.2027938595957768,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Local-gov, Bachelors, Separated, Prof-specialty, Unmarried, Female, United-States,0.1764278627639683,-0.9544058795330047,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Male, United-States,-0.554738637576941,-0.341412745062353,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Male, United-States,0.8344777130707866,-1.141234388229852,0.35094477278658087,0.25985578677300564,-0.21686313686554418,1.171510632891358,1
 Private, Some-college, Never-married, Sales, Own-child, Female, United-States,-1.505255088020123,0.03279829112087159,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-2.4671251531778506,0
 Private, Masters, Divorced, Sales, Not-in-family, Female, United-States,1.1269443132071502,0.906533682450148,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.04292208733830447,-0.4365033838515096,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Other-service, Not-in-family, Female, United-States,-0.554738637576941,-0.12677822435995723,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 Private, Assoc-acdm, Married-spouse-absent, Craft-repair, Not-in-family, Male, United-States,0.6882444130026047,-0.37714695698703754,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,1.171510632891358,0
 Private, Bachelors, Never-married, Prof-specialty, Own-child, Female, United-States,-0.33538868747466816,-0.5846843059545922,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-2.0628322880590497,0
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,0.542011112934423,0.5738358472892916,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Female, United-States,1.7849941635139686,0.03077325692465851,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.10331121272987737,0.20071374458893634,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,1.575803498010159,0
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,0.468894462900332,-0.004149030911921768,-0.425924543404598,-0.1459543139772638,3.862429757304794,0.3629249026537561,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,1.492527563377605,0.09183950039819727,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Private, HS-grad, Divorced, Sales, Not-in-family, Female, United-States,-0.7009719376451228,-1.5183492470340614,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Self-emp-not-inc, Some-college, Separated, Sales, Not-in-family, Male, Japan,-0.04292208733830447,-0.11618500302221993,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,1.575803498010159,0
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Male, United-States,-1.0665551878155775,0.10876572962314811,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.7740885876792137,-0.03031209064507094,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,0
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Male, Japan,0.468894462900332,-1.0673015359718838,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, 7th-8th, Divorced, Craft-repair, Not-in-family, Male, United-States,0.7613610630366957,0.18011952889537314,-2.3680978338825454,-0.1459543139772638,-0.21686313686554418,2.384389228247761,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,1.0538276631730594,-1.1475482920208748,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Bachelors, Never-married, Prof-specialty, Own-child, Male, United-States,-0.8472052377133046,0.12648477884001255,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 11th, Married-spouse-absent, Other-service, Other-relative, Male, El-Salvador,-0.1160387373723954,0.32123193540790057,-1.2027938595957768,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Separated, Craft-repair, Other-relative, Male, United-States,-0.1160387373723954,4.9730315976003,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Male, United-States,1.1269443132071502,0.4722211596510145,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,0.9807110131389685,-0.47960222485770493,-0.425924543404598,0.8594817332570486,-0.21686313686554418,1.171510632891358,1
 Private, Assoc-acdm, Never-married, Adm-clerical, Other-relative, Male, United-States,-0.7740885876792137,0.09239351918772727,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,0.9075943631048775,0.5449695579451599,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,-1.1396718378496682,-1.0272211421638175,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-not-inc, 1st-4th, Widowed, Other-service, Unmarried, Female, El-Salvador,1.7849941635139686,5.798185272316654,-3.144967150073724,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,0
 Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, Male, Mexico,-0.9934385377814865,0.4219200743809292,-2.7565324919781347,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Male, United-States,1.0538276631730594,-0.6689047140112465,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Farming-fishing, Own-child, Male, United-States,-1.2127884878837591,0.05757630388019578,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1.419410913343514,-0.867377169336319,2.293118063264528,1.8188832476315173,-0.21686313686554418,-0.6882365466551265,1
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,0.542011112934423,0.29107611957089735,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,3.192974958485363,1
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Male, ?,1.9312274635821505,-0.3310392208308086,0.7393794308821703,2.4763139200361595,-0.21686313686554418,-1.6585394229402488,1
 Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, Female, United-States,0.10331121272987737,-1.5488584886505923,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 10th, Married-civ-spouse, Sales, Husband, Male, United-States,2.4430440138207867,-0.1055631255401966,-1.5912285176913663,-0.1459543139772638,-0.21686313686554418,-2.0628322880590497,0
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.6151277629685138,-0.0059734720981326084,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.554738637576941,-0.5462564164670204,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 ?, HS-grad, Divorced, ?, Not-in-family, Female, United-States,0.7613610630366957,0.3712846674275069,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, Female, United-States,0.030194562695786447,0.17258296294814615,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Female, United-States,0.32266116283215013,-0.8967783733737901,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-1.0116708387501672,0
 Private, Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,-0.33538868747466816,0.14010599942397411,1.1278140889777597,1.8188832476315173,-0.21686313686554418,-0.04136796246504486,1
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,0.6151277629685138,0.012595709399217517,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.030194562695786447,-0.3942355710296092,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Masters, Married-civ-spouse, Sales, Husband, Male, United-States,-0.18915538740648632,-0.21990114124147284,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,1
 Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,0.10331121272987737,0.2882296092384846,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.12034918358247552,1
 Private, Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,-1.359021787951941,-0.7366860472958126,-0.03748988530900857,-0.1459543139772638,4.090449200406453,-1.0116708387501672,0
 Private, Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,0.9807110131389685,-0.348146938969571,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Male, China,-0.18915538740648632,-0.6501158354077035,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Divorced, Sales, Own-child, Female, United-States,1.0538276631730594,1.5038041457558624,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, Female, Japan,0.6882444130026047,-0.1261382371375691,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,-0.04292208733830447,-1.3051284294497765,1.1278140889777597,1.8188832476315173,-0.21686313686554418,0.7672177677725571,1
 Private, HS-grad, Separated, Other-service, Not-in-family, Female, United-States,0.6151277629685138,0.19581354391602449,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Other-service, Other-relative, Male, ?,-1.2127884878837591,-0.21443736973093566,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,1.7849941635139686,-1.4837517288327227,-2.3680978338825454,-0.1459543139772638,-0.21686313686554418,2.384389228247761,1
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,1.1269443132071502,-0.35997237451160774,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 ?, HS-grad, Never-married, ?, Not-in-family, Female, United-States,-1.359021787951941,-0.6359405960342119,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-1.0116708387501672,0
 Private, Masters, Never-married, Prof-specialty, Not-in-family, Female, United-States,0.1764278627639683,-0.06411678885449588,1.5162487470733492,3.4933893804083302,-0.21686313686554418,-0.44566082758384584,1
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.8344777130707866,-0.13134410334953198,1.9046834051689385,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,1
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Male, United-States,-1.0665551878155775,1.9110270601565982,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.6055006217250367,0
 Private, Bachelors, Divorced, Other-service, Not-in-family, Female, United-States,1.7849941635139686,0.03848175973760169,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-2.4671251531778506,0
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.542011112934423,-1.5321615085799298,1.9046834051689385,12.931907195828149,-0.21686313686554418,0.7672177677725571,1
